Name,Season Type,NBA ID,Year(s),Games,FG,FGA,FG Points,EFG%,EFG+,PAA,PAA/Game,PAR,PAR/Game,ShotSkill+,Volume Percentile,EFG Percentile,PAA/Game Percentile,PAR/Game Percentile,ShotSkill Percentile
Austin Croshere,Reg,1506,19972009,620,1491,3659,3411,46.6,97.2,-97.7,-0.2,155.4,0.3,92.7,44,49,47,47,38
Derek Anderson,Reg,1507,19972008,612,2419,5923,5483,46.3,97.0,-171.5,-0.3,266.8,0.4,95.0,71,48,43,43,43
Maurice Taylor,Reg,1508,19972007,529,2471,5298,4947,46.7,98.2,-92.4,-0.2,313.1,0.6,105.0,72,53,49,49,78
Kelvin Cato,Reg,1509,19972007,499,1123,2216,2247,50.7,106.4,134.9,0.3,291.9,0.6,95.4,29,71,69,69,48
Brevin Knight,Reg,1510,19972009,714,2019,4897,4054,41.4,85.9,-668.8,-0.9,-325.8,-0.5,95.6,51,17,12,12,46
Johnny Taylor,Reg,1511,19972000,48,100,249,228,45.8,97.9,-5.1,-0.1,16.0,0.3,96.4,37,55,55,55,52
Chris Anstey,Reg,1512,19972000,141,303,734,610,41.6,87.3,-88.4,-0.6,-27.5,-0.2,90.0,37,21,23,23,28
Scot Pollard,Reg,1513,19972008,449,858,1738,1716,49.4,103.4,56.0,0.1,177.5,0.4,93.0,23,65,65,65,40
Paul Grant,Reg,1514,19982004,12,13,29,26,44.8,95.3,-1.3,-0.1,0.4,0.0,101.8,3,51,52,52,73
Anthony Parker,Reg,1515,19972012,480,1661,3744,3918,52.3,105.3,198.4,0.4,448.0,0.9,108.2,57,71,71,71,80
Ed Gray,Reg,1516,19971999,58,130,384,290,37.8,79.8,-72.6,-1.3,-37.0,-0.6,78.2,50,12,8,8,13
Bobby Jackson,Reg,1517,19972009,747,2755,6600,6199,47.0,97.5,-161.1,-0.2,298.1,0.4,95.4,65,50,47,47,45
Rodrick Rhodes,Reg,1518,19972000,70,125,360,253,35.1,73.7,-89.9,-1.3,-54.3,-0.8,69.6,37,5,5,5,4
John Thomas,Reg,1519,19972006,151,223,444,446,50.2,105.7,23.4,0.2,59.7,0.4,98.1,10,67,67,67,50
Charles Smith,Reg,1520,19972006,127,297,726,666,45.9,96.1,-26.6,-0.2,19.8,0.2,91.1,43,46,46,46,31
Jacque Vaughn,Reg,1521,19972009,684,1300,3028,2695,44.5,92.6,-216.2,-0.3,-7.3,0.0,96.8,30,37,43,43,52
Keith Booth,Reg,1522,19971999,36,51,157,103,32.8,70.4,-43.3,-1.2,-30.3,-0.8,68.9,28,3,4,4,4
Charles O'Bannon,Reg,1525,19971999,36,50,125,100,40.0,84.8,-18.1,-0.5,-6.5,-0.2,82.5,17,17,29,29,18
James Cotton,Reg,1526,19971999,12,14,39,28,35.9,76.0,-8.8,-0.7,-5.2,-0.4,72.1,14,6,15,15,4
Marko Milic,Reg,1527,19971999,31,47,84,97,57.7,121.3,17.2,0.6,25.4,0.8,105.7,7,79,79,79,75
Bubba Wells,Reg,1528,19971998,33,48,116,97,41.8,87.5,-13.9,-0.4,-2.1,-0.1,92.3,19,17,30,30,33
Kebu Stewart,Reg,1529,19971998,11,12,26,24,46.2,96.5,-0.9,-0.1,1.8,0.2,88.5,4,46,54,54,22
James Collins,Reg,1530,19971998,18,21,55,51,46.4,97.0,-1.6,-0.1,4.0,0.2,92.7,13,47,53,53,35
Marc Jackson,Reg,1531,20002007,377,1194,2680,2395,44.7,92.8,-185.7,-0.5,-0.8,0.0,95.8,54,37,34,34,47
Jerald Honeycutt,Reg,1532,19971999,44,99,253,232,45.9,96.2,-9.1,-0.2,16.1,0.4,91.0,40,48,50,50,32
Anthony Johnson,Reg,1533,19972010,738,1709,4131,3750,45.4,93.7,-251.0,-0.3,37.4,0.1,96.9,41,39,40,40,51
Jason Lawson,Reg,1535,19971998,8,9,15,18,60.0,125.5,3.7,0.5,5.2,0.6,106.5,1,100,81,81,82
Stephen Jackson,Reg,1536,20002014,848,4604,11112,10460,47.1,96.2,-420.9,-0.5,328.7,0.4,93.2,83,44,31,31,35
Cedric Henderson,Reg,1538,19972002,253,783,1797,1572,43.7,92.2,-132.2,-0.5,26.8,0.1,92.8,54,35,33,33,41
God Shammgod,Reg,1539,19971998,16,19,58,38,32.8,68.5,-17.5,-1.1,-11.5,-0.7,64.1,20,1,7,7,1
Eric Washington,Reg,1540,19971999,98,274,682,629,46.1,97.2,-18.5,-0.2,47.5,0.5,96.7,53,45,39,39,48
Alvin Williams,Reg,1541,19972007,449,1664,3950,3536,44.8,94.4,-210.4,-0.5,81.9,0.2,100.4,65,38,30,30,63
Predrag Drobnjak,Reg,1542,20012005,271,903,2125,1872,44.1,92.5,-151.7,-0.6,-0.9,0.0,98.7,62,33,25,25,57
Chris Crawford,Reg,1544,19972004,231,609,1393,1288,46.2,97.9,-27.9,-0.1,71.3,0.3,96.3,43,51,55,55,49
DeJuan Wheat,Reg,1545,19971999,64,93,243,216,44.4,94.9,-11.5,-0.2,9.5,0.1,92.9,20,40,46,46,34
Mark Blount,Reg,1548,20002009,579,2020,4011,4077,50.8,104.7,178.6,0.3,425.6,0.7,107.6,51,70,72,72,80
Jamal Robinson,Reg,1554,20002001,5,3,22,6,13.6,28.8,-14.8,-3.0,-12.9,-2.6,30.6,28,0,0,0,0
Adrian Griffin,Reg,1559,19992008,406,785,1794,1620,45.2,94.0,-104.5,-0.3,16.9,0.0,95.6,29,42,46,46,51
Gerard King,Reg,1562,19982001,105,235,467,470,50.3,105.8,25.6,0.2,61.9,0.6,113.1,29,79,72,72,93
Kevin Ollie,Reg,1563,19972010,581,845,2060,1699,41.2,85.7,-282.9,-0.5,-142.8,-0.2,89.6,19,20,29,29,30
Etdrick Bohannon,Reg,1564,19972001,14,9,21,18,42.9,89.9,-2.0,-0.1,-0.4,0.0,70.6,1,73,56,56,16
Michael Stewart,Reg,1565,19972005,194,246,556,492,44.2,92.9,-37.6,-0.2,13.1,0.1,82.0,12,42,50,50,14
Keith Closs,Reg,1569,19972000,112,201,427,402,47.1,98.6,-5.8,-0.1,31.3,0.3,92.5,21,51,53,53,33
Nate Huffman,Reg,1572,20022003,6,9,25,18,36.0,76.0,-5.7,-0.9,-3.4,-0.6,67.6,26,6,9,9,3
Derek Grimm,Reg,1575,19971998,7,4,14,12,42.9,89.6,-1.4,-0.2,0.0,0.0,78.9,1,22,46,46,7
Travis Williams,Reg,1576,19971999,42,62,132,124,47.0,98.5,-1.9,0.0,11.3,0.3,87.4,13,52,55,55,18
Shea Seals,Reg,1578,19971998,2,1,8,2,12.5,26.1,-5.6,-2.8,-4.8,-2.4,20.7,24,0,0,0,0
Brandon Williams,Reg,1585,19972003,13,17,57,37,32.5,67.9,-17.4,-1.3,-11.7,-0.9,70.8,29,2,4,4,4
Alvin Sims,Reg,1591,19981999,4,4,10,9,45.0,96.7,-0.3,-0.1,0.5,0.1,91.2,4,47,53,53,27
Charles Shackleford,Reg,1593,19961999,25,44,90,88,48.9,105.0,4.2,0.2,11.6,0.5,107.0,15,74,65,65,83
Rick Brunson,Reg,1594,19972006,261,397,1049,894,42.6,89.0,-110.8,-0.4,-34.8,-0.1,90.0,23,24,31,31,30
Kornel David,Reg,1600,19982001,96,201,451,402,44.6,94.7,-22.6,-0.2,13.1,0.1,93.2,31,41,42,42,35
Rusty LaRue,Reg,1601,19972004,93,187,497,428,43.1,91.2,-41.4,-0.4,-5.9,-0.1,95.4,39,28,30,30,44
Troy Hudson,Reg,1607,19972008,499,1714,4278,3880,45.4,94.8,-212.3,-0.4,88.3,0.2,97.7,65,44,41,41,55
Art Long,Reg,1609,20002003,86,148,323,298,46.1,96.8,-9.7,-0.1,9.8,0.1,90.2,21,56,56,56,35
Chris Garner,Reg,1612,19972001,32,30,107,64,29.9,62.7,-37.9,-1.2,-27.5,-0.9,59.4,16,3,11,11,1
Kiwane Garris,Reg,1619,19972000,27,24,75,53,35.3,73.9,-18.7,-0.7,-11.4,-0.4,74.0,8,6,22,22,5
Mikki Moore,Reg,1630,19982012,519,1269,2304,2540,55.1,112.6,285.2,0.5,434.4,0.8,110.5,28,86,81,81,82
Gerald Madkins,Reg,1666,19961998,17,13,34,32,47.1,98.4,-0.5,0.0,3.0,0.2,99.3,1,52,57,57,57
Steve Henson,Reg,1667,19961999,14,14,28,31,55.4,116.0,4.3,0.3,7.1,0.5,119.8,1,96,73,73,99
Harold Ellis,Reg,1677,19961998,23,62,111,124,55.9,116.8,17.9,0.8,29.2,1.3,101.6,35,98,89,89,67
Brian Oliver,Reg,1680,19961998,4,7,19,14,36.8,77.1,-4.2,-1.0,-2.2,-0.6,76.7,34,6,8,8,5
Reggie Hanson,Reg,1682,19971998,3,3,6,6,50.0,104.6,0.3,0.1,0.9,0.3,83.0,1,75,65,65,12
Larry Robinson,Reg,1683,19962002,38,74,207,196,47.3,100.0,0.0,0.0,18.3,0.5,94.6,42,61,61,61,44
Michael Olowokandi,Reg,1709,19982007,480,1788,4109,3576,43.5,91.4,-336.6,-0.7,-48.9,-0.1,100.5,65,28,17,17,65
Mike Bibby,Reg,1710,19982012,996,5410,12411,12337,49.7,102.6,313.3,0.3,1132.9,1.1,105.9,81,68,71,71,81
Raef LaFrentz,Reg,1711,19982008,546,2227,4781,4932,51.6,107.8,354.8,0.6,686.3,1.3,100.1,66,81,84,84,62
Antawn Jamison,Reg,1712,19982014,1082,7679,17022,16521,48.5,99.8,-29.4,0.0,1153.3,1.1,101.0,90,56,50,50,64
Vince Carter,Reg,1713,19982020,1538,9292,21337,20873,48.9,100.0,-3.6,0.0,1426.5,0.9,101.5,80,58,57,57,65
Robert Traylor,Reg,1714,19982005,412,841,1774,1686,47.5,100.2,1.2,0.0,129.8,0.3,92.9,27,57,57,57,39
Jason Williams,Reg,1715,19982011,782,3065,7699,7368,47.9,99.5,-35.7,0.0,492.0,0.6,97.2,71,57,51,51,51
Larry Hughes,Reg,1716,19982012,724,3738,9200,8000,43.5,90.1,-884.4,-1.2,-268.4,-0.4,92.2,83,27,11,11,35
Dirk Nowitzki,Reg,1717,19982019,1521,11169,23734,24320,51.2,104.4,1001.1,0.7,2627.6,1.7,113.3,92,72,79,79,93
Paul Pierce,Reg,1718,19982017,1339,8667,19462,19476,50.0,102.9,548.9,0.4,1897.2,1.4,101.9,87,68,71,71,67
Bonzi Wells,Reg,1719,19982008,587,2814,6111,5851,47.9,99.9,-11.2,0.0,397.6,0.7,96.4,75,56,51,51,49
Michael Doleac,Reg,1720,19982008,551,1246,2838,2493,43.9,92.1,-214.3,-0.4,-9.8,0.0,102.9,37,31,33,33,71
Keon Clark,Reg,1721,19982004,344,1179,2359,2359,50.0,105.2,116.1,0.3,286.2,0.8,101.4,54,75,75,75,67
Michael Dickerson,Reg,1722,19982003,212,1219,2824,2726,48.3,101.8,48.2,0.2,270.7,1.3,98.9,86,61,57,57,55
Matt Harpring,Reg,1723,19982009,660,2900,6033,5958,49.4,102.5,143.0,0.2,547.5,0.8,102.0,67,66,67,67,69
Bryce Drew,Reg,1724,19982004,221,419,1096,988,45.1,94.9,-52.5,-0.2,28.7,0.1,95.2,33,42,41,41,45
Rasho Nesterovic,Reg,1725,19982010,784,2570,5121,5141,50.2,103.9,194.8,0.2,530.4,0.7,106.5,51,70,69,69,81
Mirsad Turkcan,Reg,1726,19992000,15,14,38,28,36.8,77.0,-8.3,-0.6,-5.6,-0.4,84.5,5,5,23,23,15
Pat Garrity,Reg,1727,19982008,528,1478,3542,3586,50.6,106.1,203.3,0.4,459.4,0.9,106.9,51,77,78,78,81
Roshown McLeod,Reg,1728,19982001,111,338,827,681,41.2,87.0,-102.2,-0.9,-36.0,-0.3,97.1,58,18,12,12,50
Ricky Davis,Reg,1729,19982010,721,3747,8410,8077,48.0,99.2,-66.3,-0.1,475.3,0.7,102.0,76,57,53,53,68
Brian Skinner,Reg,1730,19982012,542,1194,2419,2390,49.4,102.6,58.2,0.1,214.7,0.4,100.1,27,66,65,65,63
Tyronn Lue,Reg,1731,19982009,543,1765,4039,3990,49.4,102.5,95.3,0.2,349.3,0.6,106.3,57,68,68,68,82
Felipe Lopez,Reg,1732,19982002,215,550,1274,1148,45.1,95.4,-55.4,-0.3,44.2,0.2,85.5,43,41,44,44,18
Al Harrington,Reg,1733,19982014,969,5028,11318,11033,48.7,99.7,-25.9,0.0,738.0,0.8,97.6,79,57,57,57,52
Sam Jacobson,Reg,1734,19982001,52,120,235,249,53.0,111.0,24.6,0.5,41.7,0.8,118.6,29,90,82,82,97
Vladimir Stepania,Reg,1735,19982004,238,455,1071,912,42.6,89.9,-102.4,-0.4,-22.2,-0.1,86.2,30,30,33,33,22
Corey Benjamin,Reg,1736,19982003,135,317,812,691,42.6,89.7,-78.9,-0.6,-14.0,-0.1,87.1,45,28,27,27,22
Nazr Mohammed,Reg,1737,19982016,914,2402,4939,4804,48.6,100.0,-1.6,0.0,324.0,0.4,97.3,38,60,60,60,53
Ansu Sesay,Reg,1738,20012005,105,161,371,330,44.5,93.9,-21.6,-0.2,2.3,0.0,93.1,17,40,46,46,40
Ruben Patterson,Reg,1739,19982008,635,2678,5180,5391,52.0,108.1,402.7,0.6,743.9,1.2,96.4,63,84,86,86,48
Rashard Lewis,Reg,1740,19982014,1024,5643,12478,13072,52.4,107.7,930.9,0.9,1758.5,1.7,106.5,79,82,89,89,82
Jelani McCoy,Reg,1741,19982008,219,510,947,1020,53.9,113.7,122.3,0.6,202.3,0.9,102.3,28,86,80,80,59
Shammond Williams,Reg,1742,19982007,296,676,1684,1608,47.7,100.4,7.0,0.0,133.8,0.5,101.0,44,60,58,58,65
Bruno Sundov,Reg,1743,19982005,80,79,222,163,36.7,77.2,-48.3,-0.6,-31.6,-0.4,82.9,8,18,27,27,30
Jerome James,Reg,1744,19982009,320,650,1339,1300,48.5,101.4,17.3,0.1,102.7,0.3,101.0,27,66,65,65,64
Casey Shaw,Reg,1745,19981999,6,1,8,2,12.5,26.9,-5.4,-0.9,-4.8,-0.8,21.0,0,0,12,12,0
DeMarco Johnson,Reg,1746,19992000,4,3,9,6,33.3,69.7,-2.6,-0.7,-2.0,-0.5,65.1,3,2,17,17,2
Rafer Alston,Reg,1747,19992010,653,2450,6391,5896,46.1,94.4,-354.9,-0.5,44.1,0.1,91.2,70,41,31,31,31
Korleone Young,Reg,1748,19981999,3,5,10,11,55.0,118.2,1.7,0.6,2.5,0.8,93.3,14,97,84,84,34
Cuttino Mobley,Reg,1749,19982009,747,4318,9978,9720,48.7,101.4,124.8,0.2,786.7,1.1,101.9,86,63,64,64,67
Miles Simon,Reg,1750,19981999,4,1,5,2,20.0,43.0,-2.7,-0.7,-2.2,-0.6,33.6,0,1,18,18,0
Jahidi White,Reg,1751,19982005,300,736,1443,1472,51.0,107.3,100.6,0.3,201.7,0.7,91.2,33,82,76,76,30
Sean Marks,Reg,1752,19982011,187,259,578,523,45.2,92.4,-42.4,-0.2,-5.9,0.0,94.3,13,40,43,43,40
Toby Bailey,Reg,1753,19982000,57,92,226,187,41.4,87.4,-27.0,-0.5,-9.9,-0.2,83.6,21,17,28,28,14
Andrae Patterson,Reg,1754,19982000,30,46,101,92,45.5,97.7,-2.1,-0.1,6.1,0.2,94.0,14,43,52,52,33
Tyson Wheeler,Reg,1755,19981999,1,1,1,3,150.0,322.2,2.1,2.1,2.2,2.2,261.2,0,100,100,100,100
Ryan Stack,Reg,1756,19982000,30,31,88,62,35.2,74.6,-21.2,-0.7,-14.5,-0.5,75.0,8,5,17,17,6
Cory Carr,Reg,1757,19981999,40,71,216,147,34.0,73.1,-54.1,-1.4,-36.3,-0.9,77.3,40,4,3,3,7
Derrick Dial,Reg,1760,19992004,65,103,277,214,38.6,81.3,-49.4,-0.8,-31.4,-0.5,84.0,28,15,18,18,20
Greg Buckner,Reg,1761,19992009,521,1120,2491,2479,49.8,103.0,70.5,0.1,234.6,0.5,96.3,34,62,63,63,49
Tremaine Fowlkes,Reg,1762,20012005,78,105,257,214,41.6,87.7,-30.0,-0.4,-11.5,-0.1,86.7,14,28,36,36,27
Ryan Bowen,Reg,1763,19992010,383,544,1192,1102,46.2,96.4,-42.7,-0.1,37.6,0.1,88.3,13,52,55,55,36
J.R. Henderson,Reg,1764,19981999,26,35,96,72,37.5,80.6,-17.4,-0.7,-9.5,-0.4,72.5,18,7,18,18,4
Torraye Braggs,Reg,1765,20032005,17,19,40,38,47.5,100.5,0.2,0.0,2.3,0.1,99.4,3,61,58,58,60
Maceo Baston,Reg,1766,20022009,69,106,172,215,62.5,126.5,45.0,0.7,55.4,0.8,113.8,5,97,84,84,88
Damon Jones,Reg,1800,19982009,632,1517,3730,3975,53.3,110.5,379.2,0.6,621.8,1.0,103.4,44,84,81,81,68
Jonathan Kerner,Reg,1801,19981999,1,0,1,0,0.0,0.0,-0.9,-0.9,-0.8,-0.8,0.0,0,0,11,11,0
Brad Miller,Reg,1802,19982012,851,3446,7174,7093,49.4,101.8,120.5,0.1,589.5,0.7,102.5,64,63,63,63,68
Adonis Jordan,Reg,1817,19961999,3,2,4,4,50.0,107.4,0.3,0.1,0.6,0.2,127.5,0,80,61,61,100
Kelly McCarty,Reg,1820,19981999,2,2,3,4,66.7,143.2,1.2,0.6,1.5,0.7,112.0,0,100,84,84,92
Makhtar N'diaye,Reg,1823,19981999,3,1,4,2,25.0,53.7,-1.7,-0.6,-1.4,-0.5,42.0,0,1,22,22,0
Peter Aluma,Reg,1824,19981999,1,1,2,2,50.0,107.4,0.1,0.1,0.3,0.3,84.0,1,80,63,63,12
Ike Fontaine,Reg,1829,20012002,4,3,14,7,25.0,52.4,-6.4,-1.6,-5.7,-1.4,45.2,14,1,2,2,1
Marlon Garnett,Reg,1831,19981999,19,15,51,36,35.3,75.8,-11.5,-0.6,-7.3,-0.4,73.0,5,5,20,20,4
Tyrone Nesby,Reg,1838,19982002,250,918,2271,2027,44.6,94.1,-128.1,-0.5,38.1,0.2,91.2,68,40,28,28,33
Fred Vinson,Reg,1844,19962000,7,5,17,12,35.3,73.8,-4.3,-0.6,-3.0,-0.4,65.4,4,3,20,20,2
Andrew Gaze,Reg,1845,19961999,15,8,25,21,42.0,90.2,-2.3,-0.2,-0.2,0.0,84.9,0,21,50,50,13
Thurl Bailey,Reg,1847,19961999,41,78,175,156,44.6,95.7,-6.9,-0.2,7.5,0.2,99.4,25,43,48,48,58
Jeff Sheppard,Reg,1852,19981999,12,15,39,32,41.0,88.1,-4.3,-0.4,-1.1,-0.1,78.1,12,17,34,34,7
Anthony Carter,Reg,1853,19992012,567,1230,3042,2576,42.3,87.0,-378.4,-0.7,-163.1,-0.3,88.7,40,24,25,25,28
Mark Macon,Reg,1855,19961999,7,4,20,9,22.5,48.3,-9.6,-1.4,-8.0,-1.1,45.2,8,1,2,2,0
Mark Baker,Reg,1858,19981999,1,0,1,0,0.0,0.0,-0.9,-0.9,-0.8,-0.8,0.0,0,0,11,11,0
Negele Knight,Reg,1861,19961999,5,3,8,6,37.5,80.6,-1.4,-0.3,-0.8,-0.2,95.6,0,7,40,40,45
Earl Boykins,Reg,1863,19982012,639,2076,4980,4536,45.5,93.8,-298.6,-0.5,20.4,0.0,100.9,57,37,30,30,64
Steve Goodrich,Reg,1864,20002002,17,9,28,19,33.9,71.6,-7.6,-0.4,-5.5,-0.3,63.2,1,14,33,33,5
Charles R. Jones,Reg,1869,19982000,75,105,324,268,41.4,87.3,-38.7,-0.5,-14.3,-0.2,80.5,27,17,25,25,9
Gerald Brown,Reg,1871,19981999,29,33,89,69,38.8,83.3,-13.9,-0.5,-6.5,-0.2,85.9,10,10,28,28,15
Randell Jackson,Reg,1872,19982000,27,46,108,93,43.1,92.5,-7.5,-0.3,1.4,0.1,92.3,20,31,41,41,32
Elton Brand,Reg,1882,19992016,1051,6599,13186,13200,50.1,103.1,389.5,0.4,1285.7,1.2,110.0,79,68,74,74,87
Steve Francis,Reg,1883,19992008,576,3543,8267,7661,46.3,96.9,-247.1,-0.4,322.5,0.6,94.5,88,48,37,37,41
Baron Davis,Reg,1884,19992012,835,4888,11951,11108,46.5,95.6,-523.0,-0.6,256.5,0.3,91.7,86,43,31,31,32
Lamar Odom,Reg,1885,19992013,955,4811,10393,10286,49.5,101.7,176.6,0.2,882.0,0.9,97.4,76,64,64,64,52
Jonathan Bender,Reg,1886,19992010,244,509,1221,1119,45.8,96.0,-47.1,-0.2,37.5,0.2,93.2,37,50,51,51,41
Wally Szczerbiak,Reg,1887,19992009,651,3486,7193,7562,52.6,108.9,614.3,0.9,1090.4,1.7,113.2,78,85,88,88,93
Richard Hamilton,Reg,1888,19992013,919,5969,13287,12468,46.9,96.5,-446.2,-0.5,443.9,0.5,104.8,90,45,33,33,77
Andre Miller,Reg,1889,19992016,1281,6035,13104,12263,46.8,95.9,-519.7,-0.4,373.6,0.3,99.4,72,43,33,33,58
Shawn Marion,Reg,1890,19992015,1157,7288,15055,15366,51.0,104.9,721.4,0.6,1738.5,1.5,103.8,83,73,79,79,73
Jason Terry,Reg,1891,19992018,1396,6913,15580,16107,51.7,105.8,890.2,0.6,1957.9,1.4,108.8,73,76,82,82,86
Trajan Langdon,Reg,1892,19992002,106,220,529,526,49.7,104.8,23.8,0.2,63.0,0.6,102.9,36,76,72,72,71
Aleksandar Radojevic,Reg,1893,19992005,10,8,26,16,30.8,63.9,-9.0,-0.9,-7.2,-0.7,64.9,6,2,12,12,3
Corey Maggette,Reg,1894,19992013,825,4065,8969,8593,47.9,98.4,-141.6,-0.2,468.0,0.6,97.8,76,53,50,50,52
William Avery,Reg,1895,19992002,116,137,415,314,37.8,79.5,-81.2,-0.7,-51.1,-0.4,76.7,16,12,20,20,10
Metta World Peace,Reg,1897,19992017,979,4662,11260,10474,46.5,95.3,-520.6,-0.5,235.2,0.2,91.5,78,42,31,31,31
Cal Bowdler,Reg,1898,19992002,113,163,403,328,40.7,85.5,-55.8,-0.5,-28.9,-0.3,90.1,16,22,30,30,33
James Posey,Reg,1899,19992011,851,2494,6090,6022,49.4,102.2,131.0,0.2,535.0,0.6,93.3,56,62,59,59,39
Quincy Lewis,Reg,1900,19992004,140,232,584,501,42.9,90.0,-55.6,-0.4,-15.4,-0.1,88.3,26,25,33,33,26
Dion Glover,Reg,1901,19992005,286,914,2222,1976,44.5,93.8,-130.8,-0.5,23.8,0.1,88.8,62,37,33,33,26
Jeff Foster,Reg,1902,19992012,707,1472,2961,2951,49.8,102.5,72.2,0.1,257.2,0.4,92.2,27,65,64,64,37
Kenny Thomas,Reg,1903,19992010,607,2309,4966,4677,47.1,98.2,-84.3,-0.1,236.9,0.4,95.9,62,52,50,50,48
Devean George,Reg,1904,19992010,597,1318,3360,3063,45.6,94.4,-182.8,-0.3,30.3,0.1,92.8,42,41,41,41,39
Andrei Kirilenko,Reg,1905,20012015,787,3146,6637,6659,50.2,102.8,178.9,0.2,600.1,0.8,94.2,64,66,67,67,41
Tim James,Reg,1906,19992002,34,26,79,53,33.5,70.7,-22.0,-0.6,-15.8,-0.5,75.3,3,3,19,19,7
Vonteego Cummings,Reg,1907,19992002,188,521,1359,1151,42.4,88.9,-142.7,-0.8,-41.4,-0.2,90.1,56,25,16,16,30
Jumaine Jones,Reg,1908,19992007,436,1294,3052,3013,49.4,102.9,82.7,0.2,288.9,0.7,100.9,53,69,69,69,65
Scott Padgett,Reg,1909,19992007,384,679,1658,1598,48.2,100.8,10.9,0.0,121.6,0.3,95.2,28,62,61,61,51
Leon Smith,Reg,1910,20012004,10,11,28,22,39.3,82.4,-4.7,-0.5,-3.3,-0.3,76.0,6,14,30,30,6
John Celestand,Reg,1911,19992000,12,15,45,32,35.6,74.4,-11.0,-0.9,-7.8,-0.7,71.1,19,3,8,8,3
Michael Ruffin,Reg,1913,19992009,276,258,634,516,40.7,84.5,-93.6,-0.3,-52.2,-0.2,71.6,4,23,37,37,7
Chris Herren,Reg,1914,19992001,61,74,220,188,42.7,89.8,-21.4,-0.4,-4.1,-0.1,78.8,18,30,34,34,13
Evan Eschmeyer,Reg,1915,19992003,117,158,341,316,46.3,97.6,-7.7,-0.1,19.2,0.2,83.8,9,48,53,53,19
Calvin Booth,Reg,1916,19992009,294,472,1047,946,45.2,94.7,-53.2,-0.2,17.6,0.1,95.4,18,42,47,47,48
Wang Zhi-zhi,Reg,1917,20002005,125,213,511,496,48.5,102.0,9.8,0.1,43.6,0.3,98.1,25,61,61,61,57
Obinna Ekezie,Reg,1918,19992005,114,165,390,330,42.3,88.3,-43.5,-0.4,-15.0,-0.1,90.4,15,25,35,35,31
Laron Profit,Reg,1919,19992006,112,173,413,367,44.4,92.5,-29.5,-0.3,0.8,0.0,85.5,20,36,42,42,24
A.J. Bramlett,Reg,1920,19992000,6,4,21,8,19.1,39.8,-12.1,-2.0,-10.6,-1.8,31.3,15,0,1,1,0
Gordan Giricek,Reg,1921,20022008,381,1424,3225,3137,48.6,101.0,30.1,0.1,244.1,0.6,103.9,65,63,61,61,76
Francisco Elson,Reg,1922,20032012,416,725,1517,1453,47.9,97.7,-35.4,-0.1,53.2,0.1,99.2,21,53,53,53,57
Lee Nailon,Reg,1924,20002006,291,1121,2366,2243,47.4,99.1,-19.4,-0.1,131.5,0.5,105.7,60,56,55,55,82
Ryan Robertson,Reg,1926,19992000,1,2,6,4,33.3,69.7,-1.7,-1.7,-1.3,-1.3,71.0,47,2,1,1,3
Todd MacCulloch,Reg,1928,19992003,198,568,1049,1136,54.2,113.8,137.8,0.7,210.6,1.1,101.1,37,92,90,90,67
Lari Ketner,Reg,1930,19992001,14,13,32,26,40.6,85.0,-4.6,-0.3,-2.3,-0.2,81.9,3,12,37,37,11
Rodney Buford,Reg,1934,19992005,214,630,1530,1334,43.6,91.2,-128.6,-0.6,-28.7,-0.1,96.3,55,31,24,24,50
Tim Young,Reg,1937,19992000,17,13,39,26,33.3,69.7,-11.3,-0.7,-8.5,-0.5,74.0,3,2,16,16,4
Manu Ginobili,Reg,1938,20022018,1053,4584,10260,10663,52.0,105.0,504.6,0.5,1184.2,1.1,99.9,71,73,77,77,59
Harold Jamison,Reg,1942,19992002,29,29,63,58,46.0,96.4,-2.2,-0.1,1.4,0.0,78.5,2,58,54,54,16
Wayne Turner,Reg,1943,19992000,2,1,6,2,16.7,34.9,-3.7,-1.9,-3.3,-1.7,44.9,9,0,1,1,0
Eddie Robinson,Reg,1944,19992004,266,852,1681,1712,50.9,107.3,116.5,0.4,237.1,0.9,114.5,51,79,75,75,92
Raja Bell,Reg,1952,20002012,681,2581,5949,6118,51.4,105.0,297.2,0.4,654.3,1.0,106.8,63,72,74,74,80
Lazaro Borrell,Reg,1953,19992000,14,28,63,56,44.4,92.9,-4.3,-0.3,0.2,0.0,90.3,28,33,39,39,26
Jason Miskiri,Reg,1954,19992000,1,0,1,0,0.0,0.0,-1.0,-1.0,-0.9,-0.9,0.0,0,0,7,7,0
Ira Newble,Reg,1956,20002008,346,782,1753,1649,47.0,98.2,-31.3,-0.1,90.0,0.3,94.6,37,54,55,55,44
Milt Palacio,Reg,1960,19992006,434,863,2060,1766,42.9,89.6,-205.9,-0.5,-65.2,-0.2,86.6,33,28,30,30,23
Rick Hughes,Reg,1965,19992000,19,35,72,70,48.6,101.7,1.1,0.1,6.3,0.3,99.9,19,64,61,61,62
Derek Hood,Reg,1967,19992000,1,0,3,0,0.0,0.0,-2.9,-2.9,-2.7,-2.7,0.0,9,0,0,0,0
Jamel Thomas,Reg,1975,19992001,12,14,37,29,39.2,82.4,-6.2,-0.5,-3.2,-0.3,77.3,11,19,28,28,16
Jermaine Jackson,Reg,1983,19992006,92,89,222,181,40.8,85.2,-31.2,-0.3,-14.5,-0.2,83.9,4,32,39,39,31
